rank,gid,role,priority_score,why
1,100000003684369100,distributor,0.9827764850807554,"Признаки распределения средств: вход: 24 контр., 58 пер., 3848436 KZT; выход: 62 контр., 67 пер., 8588655 KZT."
2,100000003016635100,distributor,0.9753428688748971,"Признаки распределения средств: вход: 8 контр., 36 пер., 586981 KZT; выход: 73 контр., 151 пер., 9414081 KZT."
3,100000006866783100,distributor,0.9674644128113878,"Признаки распределения средств: вход: 13 контр., 31 пер., 838812 KZT; выход: 67 контр., 90 пер., 3948037 KZT."
4,100000002527114100,distributor,0.9572741582261154,"Признаки распределения средств: вход: 3 контр., 4 пер., 129000 KZT; выход: 111 контр., 113 пер., 3289249 KZT."
5,100000008637537100,coordinator,0.9482018204215712,"Структурно значимый посредник, рекомендуется проверка: вход: 3 контр., 22 пер., 619890 KZT; выход: 3 контр., 30 пер., 2351495 KZT."
6,100000000343175100,distributor,0.9468522447303584,"Признаки распределения средств: вход: 8 контр., 14 пер., 178712 KZT; выход: 31 контр., 33 пер., 4000039 KZT."
7,100000001616816100,consolidator,0.9459714618122089,"Признаки аккумуляции средств: вход: 5 контр., 12 пер., 176195 KZT; выход: 3 контр., 10 пер., 181326 KZT."
8,100000004041163100,coordinator,0.9368772241992882,"Структурно значимый посредник, рекомендуется проверка: вход: 1 контр., 1 пер., 50000 KZT; выход: 2 контр., 6 пер., 866000 KZT."
9,100000001732159100,distributor,0.930074596222283,"Признаки распределения средств: вход: 2 контр., 30 пер., 2378100 KZT; выход: 4 контр., 23 пер., 1505966 KZT."
10,100000005382566100,consolidator,0.9279048042704626,"Признаки аккумуляции средств: вход: 7 контр., 11 пер., 393066 KZT; выход: 1 контр., 1 пер., 50000 KZT."
11,100000000661912100,consolidator,0.9276690391459075,"Признаки аккумуляции средств: вход: 5 контр., 9 пер., 393036 KZT; выход: 2 контр., 8 пер., 430700 KZT."
12,100000004156082100,distributor,0.9241106624692034,"Признаки распределения средств: вход: 5 контр., 7 пер., 377366 KZT; выход: 26 контр., 29 пер., 2319556 KZT."
13,100000005339662100,coordinator,0.9220199151382426,"Структурно значимый посредник, рекомендуется проверка: вход: 4 контр., 9 пер., 202939 KZT; выход: 4 контр., 15 пер., 295160 KZT."
14,100000003115284100,consolidator,0.9202374760470845,"Признаки аккумуляции средств: вход: 8 контр., 15 пер., 2160500 KZT; выход: 2 контр., 4 пер., 517000 KZT."
15,100000008603629100,distributor,0.9170163792316817,"Признаки распределения средств: вход: 19 контр., 45 пер., 1817300 KZT; выход: 61 контр., 74 пер., 4986156 KZT."
16,100000008477350100,distributor,0.9167645314353499,"Признаки распределения средств: вход: 11 контр., 14 пер., 610100 KZT; выход: 39 контр., 44 пер., 3374866 KZT."
17,100000004759121100,consolidator,0.9165791814946618,"Признаки аккумуляции средств: вход: 6 контр., 10 пер., 710000 KZT; выход: 2 контр., 6 пер., 312000 KZT."
18,100000000706545100,consolidator,0.912900698056392,"Признаки аккумуляции средств: вход: 3 контр., 8 пер., 1070300 KZT; выход: 1 контр., 3 пер., 75800 KZT."
19,100000000331309100,distributor,0.9119482845150104,"Признаки распределения средств: вход: 5 контр., 8 пер., 984635 KZT; выход: 99 контр., 126 пер., 23001375 KZT."
20,100000003701161100,consolidator,0.9109954147276211,"Признаки аккумуляции средств: вход: 4 контр., 13 пер., 1527103 KZT; выход: 3 контр., 7 пер., 349000 KZT."
21,100000000437046100,distributor,0.9094958481613284,"Признаки распределения средств: вход: 9 контр., 20 пер., 1107200 KZT; выход: 42 контр., 73 пер., 7606224 KZT."
22,100000005074393100,distributor,0.9063081713660005,"Признаки распределения средств: вход: 4 контр., 5 пер., 563026 KZT; выход: 6 контр., 10 пер., 685500 KZT."
23,100000005933757100,distributor,0.905119308331052,"Признаки распределения средств: вход: 4 контр., 6 пер., 1246000 KZT; выход: 34 контр., 46 пер., 3002628 KZT."
24,100000004299488100,consolidator,0.9039101423487543,"Признаки аккумуляции средств: вход: 6 контр., 22 пер., 1749000 KZT; выход: 2 контр., 14 пер., 344999 KZT."
25,100000002741024100,coordinator,0.9019469157769868,"Структурно значимый посредник, рекомендуется проверка: вход: 5 контр., 9 пер., 817981 KZT; выход: 6 контр., 7 пер., 434989 KZT."
26,100000008165763100,transit,0.9009437448672324,"Признаки транзита, доля дальнейшего перевода 1.09: вход: 15 контр., 26 пер., 1165815 KZT; выход: 17 контр., 17 пер., 1267858 KZT."
27,100000003796063100,distributor,0.8994275253216535,"Признаки распределения средств: вход: 1 контр., 1 пер., 35000 KZT; выход: 15 контр., 23 пер., 959150 KZT."
28,100000003635170100,distributor,0.8983380098549136,"Признаки распределения средств: вход: 3 контр., 13 пер., 268500 KZT; выход: 4 контр., 10 пер., 253500 KZT."
29,100000006518161100,consolidator,0.8970021215439364,"Признаки аккумуляции средств: вход: 3 контр., 13 пер., 594200 KZT; выход: 2 контр., 13 пер., 595899 KZT."
30,100000004015047100,consolidator,0.8953219956200382,"Признаки аккумуляции средств: вход: 9 контр., 18 пер., 919104 KZT; выход: 1 контр., 7 пер., 69195 KZT."
31,100000006579678100,distributor,0.8950270325759649,"Признаки распределения средств: вход: 2 контр., 2 пер., 192930 KZT; выход: 6 контр., 15 пер., 1668800 KZT."
32,100000001937767100,distributor,0.8947204352586914,"Признаки распределения средств: вход: 1 контр., 1 пер., 53000 KZT; выход: 4 контр., 6 пер., 1933000 KZT."
33,100000001697501100,distributor,0.8938088557350123,"Признаки распределения средств: вход: 3 контр., 3 пер., 123700 KZT; выход: 38 контр., 55 пер., 1482606 KZT."
34,100000002224132100,coordinator,0.8908854594397297,"Структурно значимый посредник, рекомендуется проверка: вход: 5 контр., 10 пер., 3951020 KZT; выход: 4 контр., 25 пер., 12115000 KZT."
35,100000002838861100,consolidator,0.8906200383246646,"Признаки аккумуляции средств: вход: 5 контр., 5 пер., 554524 KZT; выход: 1 контр., 1 пер., 10000 KZT."
36,100000008258083100,coordinator,0.8903845013231132,"Структурно значимый посредник, рекомендуется проверка: вход: 2 контр., 13 пер., 3149500 KZT; выход: 2 контр., 6 пер., 2045650 KZT."
37,100000004403675100,coordinator,0.8902046263345196,"Структурно значимый посредник, рекомендуется проверка: вход: 4 контр., 8 пер., 182980 KZT; выход: 5 контр., 6 пер., 264699 KZT."
38,100000002957787100,distributor,0.8890243179122181,"Признаки распределения средств: вход: 4 контр., 7 пер., 84956 KZT; выход: 34 контр., 41 пер., 1276154 KZT."
39,100000001899164100,consolidator,0.8885737749794689,"Признаки аккумуляции средств: вход: 4 контр., 5 пер., 291675 KZT; выход: 3 контр., 3 пер., 76500 KZT."
